"Attrition","Age","Gender","MaritalStatus","BusinessTravel","Department","DistanceFromHome","EducationField","JobRole","MonthlyIncome","JobSatisfaction","OverTime","PerformanceRating","YearsAtCompany"
"No",37,"Female","Married","Travel_Rarely","Research & Development",10,"Medical","Research Scientist",3936,2,"No",3,8
"No",40,"Female","Single","Travel_Rarely","Research & Development",16,"Life Sciences","Manufacturing Director",7945,4,"Yes",3,4
"No",44,"Male","Married","Travel_Frequently","Human Resources",1,"Human Resources","Human Resources",5743,4,"Yes",3,10
"No",48,"Male","Married","Travel_Frequently","Research & Development",4,"Medical","Manager",15202,4,"No",4,2
"Yes",35,"Male","Divorced","Travel_Rarely","Sales",15,"Medical","Sales Executive",5440,4,"Yes",3,2
"No",24,"Female","Single","Travel_Frequently","Research & Development",2,"Technical Degree","Research Scientist",3760,4,"Yes",3,6
"No",27,"Female","Married","Travel_Rarely","Research & Development",8,"Medical","Research Scientist",3517,3,"No",3,3
"No",27,"Male","Single","Travel_Frequently","Research & Development",2,"Medical","Research Scientist",2580,4,"No",3,4
"Yes",40,"Male","Single","Travel_Rarely","Research & Development",7,"Life Sciences","Laboratory Technician",2166,1,"Yes",3,4
"No",29,"Male","Single","Travel_Rarely","Sales",10,"Medical","Sales Executive",5869,3,"No",3,5
"No",36,"Female","Married","Travel_Rarely","Research & Development",5,"Life Sciences","Healthcare Representative",8008,1,"No",3,3
"No",25,"Male","Divorced","Travel_Frequently","Research & Development",2,"Life Sciences","Manufacturing Director",5206,3,"No",3,7
"No",39,"Male","Married","Travel_Rarely","Research & Development",12,"Medical","Manufacturing Director",5295,2,"No",4,5
"No",49,"Female","Married","Travel_Rarely","Research & Development",22,"Other","Research Director",16413,2,"No",3,4
"No",50,"Female","Divorced","Travel_Rarely","Research & Development",17,"Life Sciences","Research Director",13269,1,"No",3,14
"No",20,"Female","Single","Travel_Rarely","Sales",2,"Medical","Sales Representative",2783,3,"No",3,2
"No",34,"Female","Divorced","Travel_Rarely","Research & Development",3,"Life Sciences","Research Scientist",5433,2,"No",3,11
"No",36,"Male","Single","Travel_Rarely","Research & Development",7,"Life Sciences","Laboratory Technician",2013,2,"No",3,4
"No",49,"Female","Married","Travel_Rarely","Research & Development",6,"Life Sciences","Healthcare Representative",13966,3,"Yes",3,15
"No",36,"Female","Married","Non-Travel","Research & Development",1,"Medical","Manufacturing Director",4374,3,"No",3,3
"No",36,"Male","Divorced","Travel_Rarely","Research & Development",3,"Life Sciences","Healthcare Representative",6842,1,"No",4,5
"No",54,"Female","Married","Travel_Rarely","Research & Development",22,"Medical","Manager",17426,3,"No",4,10
"No",43,"Male","Married","Travel_Rarely","Research & Development",15,"Life Sciences","Research Director",17603,3,"No",4,14
"Yes",35,"Male","Single","Travel_Frequently","Sales",12,"Other","Sales Executive",4581,4,"Yes",4,11
"No",38,"Male","Married","Travel_Frequently","Research & Development",1,"Life Sciences","Research Scientist",4735,4,"No",3,13
"No",29,"Male","Divorced","Travel_Rarely","Sales",5,"Medical","Sales Executive",4187,2,"Yes",3,10
"No",33,"Male","Divorced","Travel_Rarely","Sales",2,"Medical","Sales Executive",5505,4,"No",3,6
"No",32,"Male","Divorced","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",5470,2,"No",3,9
"No",31,"Female","Married","Travel_Rarely","Sales",5,"Life Sciences","Sales Executive",5476,4,"No",3,10
"No",49,"Female","Divorced","Travel_Rarely","Research & Development",16,"Medical","Laboratory Technician",2587,1,"Yes",3,2
"No",38,"Female","Single","Travel_Frequently","Research & Development",2,"Medical","Laboratory Technician",2440,2,"No",4,4
"No",47,"Female","Divorced","Travel_Rarely","Sales",2,"Life Sciences","Manager",15972,2,"No",3,3
"No",49,"Male","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Manager",15379,3,"No",3,8
"No",41,"Male","Single","Travel_Rarely","Sales",23,"Life Sciences","Sales Executive",7082,3,"Yes",3,2
"No",20,"Male","Single","Travel_Rarely","Sales",9,"Life Sciences","Sales Representative",2728,1,"No",3,2
"No",33,"Female","Divorced","Non-Travel","Sales",16,"Life Sciences","Sales Executive",5368,4,"Yes",4,6
"No",36,"Male","Married","Travel_Rarely","Research & Development",26,"Life Sciences","Healthcare Representative",5347,3,"No",3,3
"No",44,"Female","Divorced","Travel_Rarely","Human Resources",1,"Life Sciences","Human Resources",3195,4,"Yes",3,2
"Yes",23,"Male","Single","Travel_Rarely","Research & Development",8,"Medical","Laboratory Technician",3989,3,"Yes",3,5
"No",38,"Female","Married","Travel_Rarely","Research & Development",4,"Medical","Laboratory Technician",3306,3,"No",3,0
"No",53,"Male","Married","Travel_Rarely","Research & Development",24,"Medical","Healthcare Representative",7005,4,"No",3,4
"Yes",48,"Female","Married","Travel_Frequently","Sales",7,"Medical","Sales Representative",2655,3,"Yes",3,9
"Yes",32,"Male","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",1393,2,"No",3,1
"No",26,"Male","Single","Non-Travel","Research & Development",7,"Medical","Laboratory Technician",2570,4,"No",4,7
"No",55,"Male","Divorced","Travel_Rarely","Research & Development",22,"Technical Degree","Research Scientist",3537,2,"No",3,4
"No",34,"Male","Married","Travel_Rarely","Research & Development",5,"Medical","Laboratory Technician",3986,4,"No",3,15
"No",60,"Male","Divorced","Travel_Rarely","Research & Development",1,"Medical","Healthcare Representative",10883,4,"No",4,1
"No",33,"Male","Married","Travel_Rarely","Research & Development",21,"Medical","Laboratory Technician",2028,2,"No",3,14
"No",37,"Male","Divorced","Travel_Frequently","Sales",1,"Medical","Sales Executive",9525,4,"No",3,6
"No",34,"Female","Married","Travel_Rarely","Research & Development",19,"Life Sciences","Research Scientist",2929,4,"No",3,10
"Yes",23,"Male","Divorced","Travel_Rarely","Sales",7,"Life Sciences","Sales Representative",2275,4,"Yes",4,3
"No",44,"Female","Married","Travel_Rarely","Research & Development",2,"Life Sciences","Healthcare Representative",7879,4,"Yes",3,8
"No",35,"Male","Single","Travel_Frequently","Research & Development",2,"Medical","Research Scientist",4930,4,"Yes",3,5
"No",43,"Male","Married","Travel_Rarely","Sales",2,"Medical","Sales Executive",7847,4,"Yes",3,10
"No",24,"Male","Married","Travel_Rarely","Research & Development",9,"Medical","Research Scientist",4401,3,"No",3,5
"No",41,"Male","Single","Travel_Rarely","Sales",6,"Marketing","Sales Executive",9241,3,"No",3,10
"No",29,"Female","Married","Travel_Rarely","Research & Development",9,"Medical","Laboratory Technician",2974,3,"No",3,5
"No",36,"Female","Single","Travel_Rarely","Sales",2,"Life Sciences","Sales Representative",4502,4,"No",3,13
"No",45,"Male","Married","Non-Travel","Research & Development",1,"Life Sciences","Healthcare Representative",10748,3,"No",4,23
"Yes",24,"Male","Married","Travel_Rarely","Human Resources",22,"Human Resources","Human Resources",1555,3,"No",3,1
"Yes",47,"Male","Married","Travel_Frequently","Sales",9,"Life Sciences","Sales Executive",12936,3,"No",3,23
"No",26,"Male","Married","Travel_Rarely","Research & Development",17,"Medical","Laboratory Technician",2305,3,"No",3,3
"No",45,"Female","Single","Travel_Rarely","Research & Development",28,"Technical Degree","Research Director",16704,2,"No",3,21
"No",32,"Male","Married","Travel_Frequently","Research & Development",10,"Life Sciences","Research Scientist",3433,3,"No",3,5
"No",31,"Male","Married","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",3477,3,"No",3,5
"No",41,"Male","Married","Non-Travel","Human Resources",4,"Human Resources","Human Resources",6430,2,"No",3,3
"No",40,"Female","Married","Travel_Rarely","Research & Development",8,"Life Sciences","Manufacturing Director",6516,1,"Yes",3,1
"No",24,"Male","Divorced","Travel_Rarely","Research & Development",29,"Medical","Laboratory Technician",3907,1,"No",3,6
"No",46,"Male","Single","Travel_Rarely","Research & Development",13,"Life Sciences","Healthcare Representative",5562,2,"No",3,10
"No",35,"Male","Married","Travel_Rarely","Research & Development",27,"Life Sciences","Manufacturing Director",6883,3,"No",3,7
"No",30,"Male","Married","Travel_Rarely","Research & Development",16,"Life Sciences","Research Scientist",2862,4,"No",3,10
"No",47,"Male","Married","Non-Travel","Sales",2,"Marketing","Sales Executive",4978,2,"No",3,1
"No",46,"Male","Divorced","Travel_Rarely","Sales",2,"Life Sciences","Sales Executive",10368,4,"Yes",3,10
"Yes",36,"Male","Divorced","Travel_Rarely","Sales",13,"Marketing","Sales Executive",6134,1,"Yes",3,2
"Yes",32,"Male","Single","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",6735,2,"No",3,0
"No",23,"Female","Single","Travel_Rarely","Research & Development",4,"Medical","Laboratory Technician",3295,2,"No",3,3
"No",31,"Female","Single","Travel_Frequently","Research & Development",24,"Technical Degree","Manufacturing Director",5238,4,"No",4,5
"No",39,"Male","Married","Non-Travel","Research & Development",1,"Life Sciences","Laboratory Technician",6472,4,"Yes",3,9
"No",32,"Male","Married","Travel_Rarely","Sales",19,"Life Sciences","Sales Executive",9610,3,"No",3,4
"No",40,"Male","Single","Travel_Rarely","Sales",7,"Medical","Manager",19833,2,"No",3,21
"No",45,"Female","Married","Travel_Rarely","Human Resources",4,"Life Sciences","Human Resources",9756,3,"No",4,5
"No",30,"Female","Single","Travel_Frequently","Research & Development",2,"Technical Degree","Research Scientist",4968,1,"No",3,9
"No",24,"Male","Married","Travel_Frequently","Human Resources",10,"Medical","Human Resources",2145,4,"No",3,2
"Yes",30,"Female","Divorced","Travel_Frequently","Human Resources",8,"Human Resources","Human Resources",2180,4,"No",3,4
"No",31,"Male","Married","Travel_Rarely","Sales",5,"Technical Degree","Sales Executive",8346,3,"No",3,5
"No",27,"Female","Single","Travel_Rarely","Research & Development",8,"Medical","Research Scientist",3445,4,"No",3,6
"Yes",29,"Female","Single","Travel_Rarely","Sales",9,"Marketing","Sales Representative",2760,2,"No",3,2
"No",29,"Male","Single","Travel_Frequently","Research & Development",1,"Life Sciences","Healthcare Representative",6294,3,"Yes",3,3
"No",30,"Male","Divorced","Travel_Rarely","Sales",15,"Marketing","Sales Executive",7140,1,"No",3,7
"No",34,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",2932,4,"Yes",3,5
"No",33,"Female","Single","Non-Travel","Sales",2,"Marketing","Sales Executive",5147,2,"No",3,11
"No",49,"Female","Single","Travel_Rarely","Sales",11,"Marketing","Sales Executive",4507,4,"No",3,5
"Yes",33,"Female","Single","Travel_Rarely","Sales",16,"Life Sciences","Sales Executive",8564,1,"Yes",4,0
"No",38,"Female","Married","Travel_Frequently","Research & Development",2,"Medical","Laboratory Technician",2468,2,"No",3,6
"Yes",31,"Male","Married","Travel_Rarely","Sales",16,"Marketing","Sales Executive",8161,3,"No",3,1
"No",29,"Female","Divorced","Travel_Rarely","Research & Development",4,"Technical Degree","Research Scientist",2109,1,"No",3,1
"No",30,"Male","Married","Travel_Rarely","Research & Development",16,"Life Sciences","Healthcare Representative",5294,3,"No",3,7
"No",32,"Male","Single","Non-Travel","Research & Development",5,"Technical Degree","Research Scientist",2718,2,"No",3,7
"No",38,"Male","Married","Travel_Rarely","Research & Development",18,"Medical","Healthcare Representative",5811,4,"Yes",3,1
"Yes",43,"Male","Married","Travel_Frequently","Research & Development",17,"Technical Degree","Research Scientist",2437,3,"Yes",3,1
"No",42,"Male","Divorced","Travel_Rarely","Research & Development",12,"Medical","Laboratory Technician",2766,2,"No",4,5
"No",55,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Research Director",19038,1,"No",3,1
"No",33,"Male","Divorced","Non-Travel","Research & Development",4,"Technical Degree","Research Scientist",3055,2,"No",3,9
"No",41,"Male","Divorced","Travel_Rarely","Research & Development",9,"Life Sciences","Laboratory Technician",2289,1,"No",4,5
"No",34,"Male","Divorced","Non-Travel","Sales",10,"Life Sciences","Sales Executive",4001,3,"Yes",3,15
"No",53,"Female","Married","Non-Travel","Research & Development",1,"Medical","Manufacturing Director",12965,3,"Yes",4,3
"No",43,"Male","Single","Travel_Rarely","Human Resources",2,"Life Sciences","Human Resources",3539,4,"No",3,9
"No",34,"Female","Single","Travel_Rarely","Sales",3,"Life Sciences","Sales Executive",6029,4,"No",3,2
"Yes",21,"Male","Single","Travel_Rarely","Sales",7,"Marketing","Sales Representative",2679,2,"No",3,1
"No",38,"Female","Married","Travel_Rarely","Research & Development",6,"Other","Laboratory Technician",3702,3,"No",3,5
"Yes",22,"Female","Married","Travel_Rarely","Research & Development",8,"Medical","Laboratory Technician",2398,1,"Yes",3,1
"No",31,"Female","Married","Travel_Rarely","Sales",29,"Marketing","Sales Executive",5468,4,"No",3,12
"No",51,"Female","Married","Travel_Rarely","Research & Development",3,"Technical Degree","Manager",13116,3,"No",3,2
"No",37,"Male","Married","Travel_Rarely","Sales",9,"Marketing","Sales Executive",4189,2,"No",3,5
"No",46,"Male","Divorced","Travel_Rarely","Research & Development",2,"Medical","Research Director",19328,4,"Yes",3,2
"No",36,"Male","Married","Travel_Rarely","Research & Development",10,"Life Sciences","Healthcare Representative",8321,1,"Yes",3,12
"Yes",44,"Male","Divorced","Travel_Frequently","Research & Development",1,"Medical","Research Scientist",2342,2,"Yes",3,5
"No",37,"Male","Divorced","Travel_Rarely","Human Resources",8,"Other","Human Resources",4071,2,"No",3,10
"Yes",35,"Male","Single","Travel_Rarely","Sales",27,"Life Sciences","Sales Executive",5813,4,"Yes",3,10
"No",33,"Male","Married","Travel_Rarely","Research & Development",8,"Life Sciences","Research Scientist",3143,1,"No",3,10
"No",28,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2044,4,"No",3,5
"No",39,"Male","Single","Travel_Rarely","Research & Development",10,"Medical","Research Director",13464,3,"No",4,4
"No",46,"Male","Single","Non-Travel","Sales",26,"Life Sciences","Sales Executive",7991,2,"No",3,2
"No",40,"Female","Married","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",3377,1,"No",3,4
"No",42,"Male","Married","Travel_Rarely","Research & Development",13,"Medical","Healthcare Representative",5538,1,"No",3,0
"No",35,"Male","Divorced","Non-Travel","Research & Development",2,"Medical","Manufacturing Director",5762,4,"No",3,7
"No",38,"Male","Divorced","Non-Travel","Human Resources",2,"Human Resources","Human Resources",2592,2,"No",3,11
"Yes",34,"Male","Married","Travel_Frequently","Research & Development",9,"Life Sciences","Laboratory Technician",5346,1,"No",3,7
"Yes",37,"Male","Single","Travel_Rarely","Research & Development",10,"Medical","Manufacturing Director",4213,1,"No",3,10
"No",39,"Male","Divorced","Travel_Frequently","Sales",20,"Life Sciences","Sales Executive",4127,4,"No",3,2
"No",43,"Male","Single","Non-Travel","Research & Development",9,"Life Sciences","Research Scientist",2438,3,"No",3,3
"No",41,"Male","Single","Travel_Rarely","Research & Development",5,"Life Sciences","Healthcare Representative",6870,2,"No",3,3
"No",41,"Female","Divorced","Travel_Rarely","Sales",4,"Marketing","Sales Executive",10447,3,"Yes",3,22
"No",30,"Female","Single","Travel_Rarely","Research & Development",10,"Medical","Manufacturing Director",9667,3,"No",3,7
"Yes",26,"Female","Married","Travel_Rarely","Human Resources",20,"Medical","Human Resources",2148,2,"Yes",3,5
"Yes",46,"Female","Married","Travel_Rarely","Research & Development",21,"Medical","Healthcare Representative",8926,2,"No",4,9
"No",40,"Female","Divorced","Travel_Rarely","Research & Development",1,"Life Sciences","Healthcare Representative",6513,4,"No",3,5
"No",34,"Male","Married","Travel_Rarely","Sales",8,"Technical Degree","Sales Executive",6799,3,"No",4,10
"No",58,"Male","Divorced","Non-Travel","Sales",2,"Medical","Manager",16291,2,"No",4,16
"No",35,"Male","Married","Travel_Rarely","Research & Development",23,"Medical","Laboratory Technician",2705,3,"No",3,5
"No",47,"Female","Divorced","Travel_Rarely","Research & Development",4,"Life Sciences","Manufacturing Director",10333,2,"Yes",3,22
"No",40,"Female","Divorced","Travel_Rarely","Research & Development",12,"Life Sciences","Healthcare Representative",4448,1,"No",3,7
"No",54,"Female","Married","Travel_Rarely","Research & Development",7,"Medical","Research Scientist",6854,4,"No",3,7
"No",31,"Female","Married","Travel_Frequently","Sales",7,"Marketing","Sales Executive",9637,1,"No",3,3
"No",28,"Female","Married","Travel_Rarely","Research & Development",1,"Medical","Research Scientist",3591,1,"No",4,3
"No",38,"Female","Married","Travel_Rarely","Sales",2,"Marketing","Sales Representative",5405,4,"Yes",4,4
"No",26,"Male","Single","Travel_Rarely","Sales",10,"Medical","Sales Executive",4684,4,"No",3,5
"No",58,"Male","Married","Travel_Frequently","Research & Development",15,"Life Sciences","Research Director",15787,3,"Yes",3,2
"No",18,"Female","Single","Non-Travel","Research & Development",14,"Medical","Research Scientist",1514,3,"No",3,0
"Yes",31,"Male","Married","Travel_Rarely","Human Resources",18,"Human Resources","Human Resources",2956,1,"No",3,1
"Yes",29,"Male","Divorced","Travel_Rarely","Human Resources",13,"Human Resources","Human Resources",2335,1,"Yes",3,2
"No",45,"Female","Married","Non-Travel","Sales",2,"Life Sciences","Sales Executive",5154,3,"No",4,8
"No",36,"Female","Married","Travel_Rarely","Research & Development",2,"Other","Research Scientist",6962,2,"Yes",4,1
"No",43,"Male","Married","Travel_Frequently","Sales",2,"Life Sciences","Sales Executive",5675,4,"No",4,7
"No",27,"Female","Single","Travel_Frequently","Research & Development",5,"Life Sciences","Laboratory Technician",2379,4,"Yes",3,5
"No",29,"Male","Married","Travel_Frequently","Research & Development",20,"Medical","Laboratory Technician",3812,4,"No",3,11
"No",32,"Male","Single","Travel_Frequently","Sales",10,"Marketing","Sales Executive",4648,4,"No",3,0
"No",42,"Male","Married","Non-Travel","Research & Development",10,"Technical Degree","Research Scientist",2936,3,"No",4,6
"No",47,"Female","Single","Travel_Rarely","Research & Development",9,"Life Sciences","Laboratory Technician",2105,3,"No",3,2
"No",46,"Male","Divorced","Travel_Rarely","Research & Development",2,"Life Sciences","Manufacturing Director",8578,4,"No",3,9
"No",28,"Male","Divorced","Non-Travel","Human Resources",1,"Life Sciences","Human Resources",2706,4,"No",3,3
"No",29,"Male","Divorced","Travel_Rarely","Research & Development",29,"Life Sciences","Healthcare Representative",6384,3,"No",3,7
"No",42,"Male","Single","Travel_Rarely","Research & Development",8,"Life Sciences","Laboratory Technician",3968,3,"No",3,0
"Yes",32,"Male","Single","Travel_Rarely","Sales",2,"Marketing","Sales Executive",9907,2,"Yes",3,2
"No",46,"Female","Divorced","Travel_Rarely","Sales",3,"Technical Degree","Sales Executive",13225,1,"No",3,19
"No",27,"Female","Married","Travel_Rarely","Sales",23,"Medical","Sales Representative",3540,3,"No",4,9
"No",29,"Male","Married","Travel_Rarely","Human Resources",6,"Medical","Human Resources",2804,2,"No",3,1
"No",43,"Female","Married","Travel_Rarely","Research & Development",6,"Medical","Manager",19392,3,"No",3,16
"No",48,"Male","Married","Travel_Rarely","Research & Development",10,"Life Sciences","Research Director",19665,2,"No",3,22
"Yes",29,"Male","Single","Travel_Frequently","Research & Development",24,"Life Sciences","Research Scientist",2439,4,"Yes",4,1
"Yes",46,"Female","Married","Travel_Rarely","Sales",10,"Life Sciences","Sales Executive",7314,2,"No",4,8
"No",27,"Female","Married","Travel_Frequently","Research & Development",15,"Life Sciences","Research Scientist",4774,1,"No",3,7
"No",39,"Male","Divorced","Travel_Rarely","Research & Development",19,"Other","Research Scientist",3902,4,"No",3,2
"No",55,"Male","Married","Travel_Rarely","Research & Development",2,"Technical Degree","Research Scientist",2662,4,"No",4,5
"No",28,"Female","Married","Travel_Rarely","Sales",3,"Medical","Sales Representative",2856,2,"No",3,1
"Yes",30,"Male","Single","Travel_Rarely","Sales",9,"Medical","Sales Representative",1081,4,"No",3,1
"Yes",22,"Male","Single","Travel_Rarely","Research & Development",7,"Life Sciences","Research Scientist",2472,2,"Yes",4,1
"No",36,"Female","Married","Travel_Rarely","Sales",10,"Technical Degree","Sales Executive",5673,3,"Yes",3,10
"No",31,"Male","Divorced","Travel_Rarely","Research & Development",20,"Life Sciences","Laboratory Technician",4197,3,"No",3,10
"No",34,"Male","Married","Travel_Rarely","Sales",4,"Life Sciences","Sales Executive",9713,4,"Yes",3,5
"No",29,"Male","Single","Travel_Rarely","Research & Development",7,"Life Sciences","Laboratory Technician",2062,1,"No",3,3
"No",37,"Male","Married","Travel_Rarely","Research & Development",7,"Medical","Research Scientist",4284,1,"Yes",4,5
"No",35,"Female","Married","Travel_Rarely","Research & Development",16,"Other","Manufacturing Director",4788,2,"Yes",3,3
"No",45,"Female","Married","Travel_Rarely","Research & Development",25,"Life Sciences","Manufacturing Director",5906,4,"No",3,9
"No",36,"Male","Single","Travel_Frequently","Human Resources",2,"Human Resources","Human Resources",3886,4,"No",4,10
"No",40,"Male","Divorced","Travel_Rarely","Research & Development",1,"Life Sciences","Manager",16823,1,"No",3,19
"No",26,"Female","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2933,3,"Yes",3,1
"No",27,"Female","Single","Travel_Rarely","Sales",2,"Medical","Sales Executive",6500,3,"No",3,8
"No",48,"Female","Divorced","Travel_Frequently","Research & Development",22,"Medical","Manager",17174,4,"No",3,22
"No",44,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Healthcare Representative",5033,1,"No",3,2
"Yes",34,"Male","Married","Non-Travel","Research & Development",16,"Technical Degree","Research Scientist",2307,1,"Yes",4,5
"Yes",56,"Male","Single","Travel_Rarely","Research & Development",24,"Life Sciences","Laboratory Technician",2587,4,"No",3,4
"No",36,"Male","Married","Travel_Rarely","Sales",17,"Marketing","Sales Executive",5507,2,"No",3,4
"No",41,"Female","Married","Travel_Rarely","Sales",8,"Marketing","Sales Executive",4393,2,"No",4,5
"No",42,"Male","Married","Travel_Rarely","Research & Development",6,"Medical","Research Director",13348,1,"No",3,13
"No",31,"Female","Divorced","Travel_Rarely","Sales",10,"Medical","Sales Executive",6583,4,"Yes",3,5
"No",34,"Female","Married","Travel_Rarely","Sales",3,"Medical","Sales Executive",8103,4,"Yes",3,4
"No",31,"Female","Divorced","Travel_Rarely","Research & Development",4,"Medical","Laboratory Technician",3978,3,"No",3,2
"No",26,"Male","Married","Travel_Frequently","Research & Development",6,"Other","Laboratory Technician",2544,4,"No",3,7
"No",45,"Male","Single","Travel_Frequently","Research & Development",1,"Medical","Healthcare Representative",5399,3,"No",3,4
"No",33,"Male","Single","Travel_Rarely","Sales",10,"Marketing","Sales Executive",5487,3,"No",3,10
"No",28,"Male","Married","Travel_Frequently","Sales",1,"Life Sciences","Sales Executive",6834,4,"Yes",3,7
"Yes",29,"Male","Single","Travel_Frequently","Sales",24,"Technical Degree","Sales Representative",1091,1,"No",3,1
"No",39,"Female","Married","Non-Travel","Sales",21,"Life Sciences","Sales Executive",5736,3,"No",3,3
"No",27,"Male","Married","Travel_Rarely","Research & Development",2,"Technical Degree","Research Scientist",2226,2,"No",3,5
"No",34,"Male","Married","Travel_Frequently","Research & Development",22,"Other","Research Scientist",5747,4,"Yes",3,15
"Yes",28,"Female","Single","Travel_Rarely","Sales",13,"Marketing","Sales Executive",9854,3,"Yes",3,2
"No",47,"Male","Married","Non-Travel","Research & Development",14,"Technical Degree","Research Scientist",5467,2,"No",3,8
"No",56,"Female","Married","Travel_Rarely","Sales",11,"Marketing","Sales Executive",5380,1,"No",3,0
"No",39,"Male","Married","Travel_Rarely","Research & Development",9,"Medical","Manufacturing Director",5151,1,"No",4,10
"No",38,"Female","Divorced","Travel_Frequently","Research & Development",8,"Medical","Research Scientist",2133,2,"Yes",3,20
"No",58,"Female","Married","Travel_Rarely","Sales",21,"Life Sciences","Manager",17875,4,"Yes",3,1
"Yes",32,"Female","Single","Travel_Frequently","Research & Development",5,"Life Sciences","Research Scientist",2432,3,"Yes",3,4
"No",38,"Male","Divorced","Travel_Rarely","Research & Development",9,"Life Sciences","Research Scientist",4771,4,"No",3,5
"No",49,"Male","Married","Travel_Frequently","Research & Development",2,"Life Sciences","Research Director",19161,4,"No",3,5
"No",42,"Male","Divorced","Travel_Rarely","Sales",12,"Marketing","Sales Executive",5087,4,"Yes",3,0
"Yes",27,"Female","Married","Travel_Frequently","Human Resources",22,"Human Resources","Human Resources",2863,2,"No",3,1
"No",35,"Male","Married","Travel_Rarely","Sales",18,"Medical","Sales Executive",5561,1,"No",3,5
"No",28,"Male","Single","Non-Travel","Research & Development",16,"Medical","Research Scientist",2144,3,"No",3,5
"No",31,"Male","Divorced","Non-Travel","Research & Development",3,"Medical","Research Scientist",3065,1,"Yes",3,4
"No",36,"Male","Married","Non-Travel","Research & Development",9,"Life Sciences","Laboratory Technician",2810,2,"No",4,5
"No",34,"Male","Single","Travel_Rarely","Sales",1,"Marketing","Sales Executive",9888,4,"No",4,14
"No",34,"Male","Divorced","Travel_Rarely","Sales",13,"Medical","Sales Executive",8628,3,"No",3,8
"No",26,"Male","Single","Travel_Rarely","Research & Development",1,"Medical","Laboratory Technician",2867,1,"No",3,7
"No",29,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Healthcare Representative",5373,1,"No",3,5
"No",32,"Female","Divorced","Non-Travel","Research & Development",15,"Medical","Healthcare Representative",6667,4,"No",3,5
"No",31,"Male","Married","Travel_Frequently","Research & Development",1,"Life Sciences","Research Scientist",5003,1,"No",4,10
"Yes",28,"Male","Divorced","Travel_Rarely","Research & Development",17,"Technical Degree","Laboratory Technician",2367,4,"No",3,4
"No",38,"Male","Single","Travel_Rarely","Sales",1,"Life Sciences","Sales Representative",2858,1,"No",3,1
"No",35,"Female","Married","Travel_Rarely","Sales",7,"Life Sciences","Sales Executive",5204,4,"Yes",3,10
"No",27,"Male","Single","Travel_Rarely","Sales",9,"Marketing","Sales Executive",4105,4,"No",3,7
"No",32,"Male","Single","Travel_Rarely","Research & Development",5,"Life Sciences","Manufacturing Director",9679,4,"No",4,1
"Yes",31,"Male","Married","Travel_Frequently","Sales",26,"Marketing","Sales Executive",5617,4,"Yes",3,10
"Yes",53,"Male","Single","Travel_Rarely","Sales",24,"Life Sciences","Sales Executive",10448,1,"Yes",3,2
"No",54,"Female","Married","Travel_Rarely","Research & Development",9,"Life Sciences","Research Scientist",2897,3,"No",3,4
"No",33,"Male","Divorced","Travel_Frequently","Research & Development",7,"Life Sciences","Healthcare Representative",5968,3,"No",4,9
"No",43,"Male","Married","Travel_Rarely","Research & Development",11,"Life Sciences","Healthcare Representative",7510,3,"No",3,10
"No",38,"Male","Married","Travel_Frequently","Human Resources",1,"Other","Human Resources",2991,2,"Yes",3,6
"No",55,"Male","Married","Travel_Rarely","Human Resources",26,"Human Resources","Manager",19636,2,"Yes",3,10
"No",31,"Female","Divorced","Travel_Rarely","Research & Development",2,"Medical","Laboratory Technician",1129,4,"Yes",3,1
"No",39,"Male","Single","Travel_Rarely","Sales",15,"Marketing","Sales Executive",13341,1,"No",3,20
"No",42,"Male","Single","Non-Travel","Research & Development",23,"Life Sciences","Research Scientist",4332,3,"No",3,20
"No",31,"Female","Married","Non-Travel","Research & Development",10,"Medical","Research Director",11031,3,"No",4,11
"No",54,"Female","Single","Travel_Rarely","Research & Development",10,"Medical","Manufacturing Director",4440,1,"Yes",3,5
"No",24,"Male","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Healthcare Representative",4617,3,"No",3,4
"No",23,"Male","Single","Travel_Rarely","Research & Development",12,"Other","Laboratory Technician",2647,4,"No",3,5
"No",40,"Female","Married","Travel_Frequently","Research & Development",11,"Technical Degree","Laboratory Technician",6323,3,"No",3,10
"No",40,"Female","Married","Travel_Rarely","Sales",2,"Marketing","Sales Executive",5677,2,"No",3,11
"No",25,"Female","Married","Travel_Rarely","Human Resources",2,"Human Resources","Human Resources",2187,2,"No",3,2
"No",30,"Male","Married","Travel_Rarely","Research & Development",1,"Medical","Laboratory Technician",3748,2,"No",3,12
"No",25,"Male","Divorced","Travel_Rarely","Research & Development",2,"Other","Laboratory Technician",3977,3,"Yes",3,2
